44515	48734	9377	0,47737777348818755	-220,5
44423	48863	9290	0,4762022168385395	-398
44440	48952	9308	0,47584375535377765	-577,5
44767	48582	9325	0,47956593000460634	146,5
44732	48646	9268	0,4790421726745058	172,5
44738	48511	9390	0,4797692200452552	145,5
44618	48787	9317	0,4776832075370698	-135,5
44854	48618	9221	0,4798656282095173	352,5
44681	48413	9521	0,4799557436569489	355
44590	48867	9270	0,4771178188899708	-306,5
44855	48667	9172	0,4796197686105943	345,5
44892	48161	9541	0,48243474149140814	798
44790	48669	9230	0,4792475845022951	-23,5
44713	48625	9217	0,4790439049476098	80
44500	48945	9235	0,4762159559098935	-565
44542	48703	9442	0,4776878116789104	-320,5
44649	48672	9262	0,47844536599479215	-202,5
44714	48581	9381	0,47927541668899726	149
44588	48620	9365	0,4783709552828083	-103
44460	48825	9344	0,47660395561987456	-380,5
44801	48582	9296	0,47975541586798454	339,5
44795	48437	9371	0,4804680796293118	240
44298	49067	9288	0,4744604509184384	-833
44671	48686	9287	0,4784965240956757	-25,5
44318	48866	9438	0,47559666895604397	-551
44560	48732	9327	0,4776400977575784	-238,5
44715	48675	9210	0,4787985865724382	-28
44488	48813	9412	0,4768223277349653	-521,5
44700	48597	9297	0,47911508408630504	103,5
44692	48609	9347	0,4790087994769617	177
44608	48497	9559	0,4791149777133344	56,5
44708	48753	9105	0,47835995762938555	-174,5
44993	48548	9192	0,48099763739964296	540
44672	48770	9283	0,4780719590762184	-153
44619	48784	9302	0,4777041422652377	-106,5
44618	48746	9266	0,4778929780215072	-117
44788	48688	9244	0,47913903033933847	165
44506	48949	9217	0,4762292012198384	-557,5
44550	48791	9424	0,47728222324594766	-217,5
44558	48746	9213	0,47755723227300007	-352,5
44666	48727	9228	0,478258541860739	-102
44735	48800	9146	0,47827016624792856	-27
44574	48911	9200	0,4768037653099428	-196
44588	48796	9218	0,47746937376852566	-196,5
44874	48507	9333	0,480547434702991	343,5
44718	48567	9269	0,47936967358096155	264
44480	48746	9420	0,4771201167056401	-449,5
44800	48454	9335	0,4804083470950308	489
44753	48697	9191	0,4788978063135367	53,5
44534	48920	9200	0,47653390973099063	-354,5
44833	48572	9335	0,47998501150901984	89,5
44709	48765	9153	0,4783041273509211	-4
44904	48612	9127	0,4801745155909149	254,5
44806	48602	9295	0,4796805412812607	246
44675	48599	9299	0,47896519930527265	48,5
44757	48530	9251	0,47977746095383067	332
44818	48454	9352	0,480508619950253	449
44334	48859	9432	0,47572242550406146	-650,5
44593	48831	9218	0,47731846206542217	-279
44428	48915	9248	0,4759649893403897	-507,5
44603	48715	9336	0,4779678089971924	-54,5
44961	48292	9300	0,48213998477260783	803
