0,7585014409221902	-3,3529411764705883	-0,746456127392638
-0,5841244263845587	-0,9113372093023255	-0,7271081873130875
-0,6442942560004534	-1,0205909772607515	-0,8381080437102755
-0,8236615994712492	-1,0715711661145428	-0,9560471441624255
-0,9272225059813436	-1,1092834013458044	-1,0028231884581444
-0,9377407980323018	-1,0980708192818884	-1,0345250712432306
-0,9181126141419917	-1,0909298541125418	-0,9362943050526225
-0,9239239095256931	-0,9550212175229922	-0,9413611328191095
-0,9194105908345805	-1,065755942682876	-0,9882023770313435
-0,9360400411480548	-0,9940942147925558	-0,9602666348288242
-7,262645914396887	-74,55813953488372	-32,31185947193786
-27,7837021608956	-32,063534917206624	-30,320537459799283
-21,746075715604803	-97,94252873563218	-28,64500886718562
-27,15142964093409	-29,7541524058788	-28,201483327344025
-27,029763095476238	-28,637797656545295	-27,943044371250917
-26,48490927600455	-27,297250695423543	-26,844102491654258
-26,405767231134877	-27,158144684711125	-26,731702171610358
-26,62232023855242	-27,214833091746247	-27,01313174238325
-26,740404160096254	-27,526319032517787	-27,072618738305845
-27,373679355107956	-27,75945403577815	-27,550053150877925
-27,572881368100624	-28,492428459013876	-28,051383033190064
-28,231076757485614	-28,611650817967256	-28,388963346968676
-16,959468550285905	-119,36144578313252	-21,358722600753925
-18,908684654300167	-22,818150438659572	-21,369118281277206
-20,609977927555082	-22,959046252345733	-21,700946632213164
-20,938701303659027	-22,346516763702066	-21,821433838834963
