44364	48917	9318	0,4755952444763671	-600,5
44400	49250	9095	0,47410571276027763	-930,5
44716	48735	9212	0,47849675230869654	-5,5
44626	48618	9411	0,47859379691990905	77
44778	48403	9437	0,48054860969510954	268
44769	48588	9219	0,479546257913172	211,5
45059	48261	9347	0,4828439777111016	1016
44997	48631	9076	0,48059341222711155	451,5
44797	48664	9128	0,4793122264901938	28
44430	48796	9421	0,47658378563919934	-458
44660	48619	9328	0,47877871761060903	72,5
44502	48812	9339	0,47690593051417796	-317
44614	48915	9210	0,47700713147793733	-319
44742	48532	9349	0,47968351309046464	159
44601	48736	9306	0,47784908450025176	-80
44439	48876	9271	0,4762256871885549	-422
44545	48731	9356	0,4775612161756508	-222,5
44378	48903	9325	0,4757453286306965	-456
44443	48802	9387	0,47662609255187943	-477
44610	48690	9341	0,47813504823151126	54,5
44558	48900	9238	0,47677031393781166	-423
44791	48539	9402	0,4799207114539805	318,5
45031	48605	9126	0,48091545986586354	658,5
44476	48812	9286	0,4767601406397393	-177,5
44812	48636	9204	0,4795394229946066	217
44804	48626	9183	0,47954618430910845	270,5
44829	48457	9386	0,4805544240293292	486,5
44437	48915	9355	0,47601551118347757	-734,5
44479	48696	9452	0,47737053930775425	-325,5
36947	41039	7919	0,4737645218372528	-999,5
44512	48897	9279	0,476527957691443	-250,5
44524	48735	9312	0,47742309053281723	-193,5
44518	48864	9222	0,47672999079051637	-385,5
44782	48561	9342	0,47975745369229617	207
44485	48907	9248	0,47632559534007196	-762,5
44689	48655	9360	0,4787559993143641	-12,5
44211	48940	9440	0,4746164829148372	-840
44745	48513	9382	0,4797979797979798	319
44582	48686	9364	0,4779988849337393	-175
44492	48849	9290	0,47666084571624473	-515
44775	48739	9178	0,4788053125735184	54
44758	48573	9298	0,47956198904972624	125
44921	48279	9521	0,48198497854077255	764,5
44554	48533	9492	0,47862752049158314	82,5
44302	48855	9352	0,47556275964232425	-387,5
44580	48823	9227	0,477286596790253	-162
44861	48605	9126	0,47997132647165813	217,5
44628	48760	9306	0,47787724332890735	-135,5
44732	48662	9266	0,4789601045035013	88
37173	41327	7829	0,47354140127388533	-999,5
44429	48838	9290	0,4763635583861387	-457,5
44669	48765	9241	0,4780807842969369	84
44494	48829	9239	0,4767742142880105	-244,5
44986	48450	9286	0,48146324757052955	576,5
44624	48700	9237	0,47816210192447817	-167,5
44712	48731	9225	0,47849491133632266	-180,5
44742	48571	9337	0,47948303023158617	275
44583	48629	9382	0,47829678582156804	-92,5
44633	48930	9147	0,47703686286245633	-359
44624	48711	9341	0,47810574811164086	-114,5
44623	48631	9351	0,4785103051879812	-5,5
44638	48758	9231	0,4779433808728425	-254,5
44898	48628	9173	0,4800590210208926	256
44851	48541	9213	0,4802445605619325	348
44803	48667	9187	0,479330266395635	255,5
44481	48776	9386	0,476972238008943	-280,5
44455	48854	9349	0,47642778295769966	-461
44596	48840	9294	0,4772892675200137	-352
44670	48570	9324	0,4790862290862291	308,5
44777	48732	9170	0,47885230298687825	36,5
44475	48840	9288	0,4766114772544607	-350,5
44683	48740	9289	0,47828693148368173	-7,5
44568	48898	9169	0,476836496693985	-342
44814	48466	9286	0,4804245283018868	355,5
44856	48568	9158	0,4801335845178969	354,5
44724	48576	9259	0,4793569131832797	205,5
44809	48423	9392	0,4806182426634632	441
44840	48540	9355	0,4801884771899764	424
44422	48839	9359	0,4763191473391879	-629
44508	49026	9215	0,4758483546090192	-444
44292	49164	9260	0,47393425783256293	-924
44772	48548	9344	0,47976853836262323	352,5
